resume_text,skills_count,keywords_count,format_score,experience_years,education_score,selected
"Python, Problem-Solving, C++, Leadership, Creativity, CSS, Communication, Time Management, Cloud Computing",9,2,5,11,10,1
"Cloud Computing, C++, SQL, CSS, HTML, Project Management, Creativity, Leadership, Python, Adaptability",10,2,6,6,7,1
"SQL, CSS, C++, Java, AI",5,1,8,11,9,1
"Data Science, Problem-Solving, Adaptability, Python, Cloud Computing, Big Data, HTML, C++",8,2,9,19,7,1
"Communication, Big Data, JavaScript, CSS, AI, HTML, Creativity, Machine Learning, Adaptability, C++",10,2,6,19,9,1
"Deep Learning, JavaScript, Problem-Solving, Project Management, Big Data, Python, SQL, Data Science",8,2,6,4,7,1
"Project Management, SQL, Creativity, AI, HTML",5,1,9,2,9,1
"Time Management, Big Data, SQL, C++, Communication, Leadership, JavaScript, Creativity",8,1,6,10,9,1
"Machine Learning, Java, Deep Learning, Communication, AI, Leadership, JavaScript, Python, Big Data",9,4,6,10,5,1
"Leadership, Python, JavaScript, Teamwork, Machine Learning, SQL, C++, HTML, Time Management, AI",10,4,9,9,7,1
"Leadership, Deep Learning, HTML, Machine Learning, Problem-Solving, Python",6,3,8,4,7,1
"Machine Learning, SQL, Big Data, HTML, Deep Learning, Project Management, Creativity, Data Science",8,2,6,4,9,1
"Machine Learning, Python, Adaptability, Communication, AI, Problem-Solving",6,3,8,17,5,1
"Cloud Computing, Python, Leadership, Big Data, Data Science, Communication, Project Management, Teamwork, CSS",9,3,7,16,10,1
"Project Management, Big Data, HTML, Machine Learning, Leadership, SQL",6,2,6,8,7,1
"Deep Learning, C++, Leadership, HTML, Adaptability, Creativity, Java, Problem-Solving, SQL",9,1,6,4,10,1
"Data Science, Creativity, Java, Python, AI, Big Data, HTML, Cloud Computing, C++, Adaptability",10,3,9,2,10,1
"Java, Project Management, C++, Leadership, SQL, Python, Data Science",7,3,7,2,9,1
"Machine Learning, SQL, Java, Data Science, AI, Teamwork",6,3,9,5,9,1
"JavaScript, Big Data, Data Science, Machine Learning, Teamwork, SQL, Project Management, Adaptability, AI, C++",10,3,5,3,5,0
"C++, Project Management, Cloud Computing, CSS, AI",5,1,9,3,7,0
"AI, Adaptability, Communication, HTML, Time Management",5,1,7,1,7,0
"Problem-Solving, Communication, Teamwork, Creativity, HTML, C++",6,0,7,3,10,1
"CSS, HTML, Project Management, C++, Java, Deep Learning",6,0,8,18,7,1
"Time Management, AI, Problem-Solving, Adaptability, Deep Learning, SQL, Big Data, Java, Machine Learning, JavaScript",10,2,10,5,7,1
"C++, Teamwork, CSS, Data Science, AI, Communication, Problem-Solving",7,2,5,13,9,1
"Big Data, Problem-Solving, JavaScript, Time Management, Cloud Computing, C++, Communication, SQL, AI",9,1,10,13,10,1
"Java, C++, Communication, Cloud Computing, Big Data, Data Science, Creativity, SQL, Leadership",9,2,10,6,10,1
"Creativity, Project Management, JavaScript, C++, Python, Adaptability, Leadership",7,2,10,5,7,1
"Big Data, Deep Learning, Data Science, JavaScript, Cloud Computing, CSS, Communication",7,1,5,13,5,1
"Deep Learning, Time Management, Problem-Solving, Data Science, Communication, C++, Java, JavaScript, Adaptability, Creativity",10,1,9,1,7,0
"Data Science, Java, Python, HTML, Time Management, AI, C++, Adaptability, Project Management",9,3,10,20,5,1
"Python, Creativity, Teamwork, Deep Learning, Project Management",5,1,5,16,9,1
"Leadership, Problem-Solving, HTML, Teamwork, Time Management, Python, SQL, Java, JavaScript, Data Science",10,3,7,10,5,1
"Java, Problem-Solving, Adaptability, Python, CSS",5,1,7,8,7,1
"Python, HTML, Communication, JavaScript, Deep Learning, Leadership, Problem-Solving, Machine Learning, Adaptability",9,3,8,10,5,1
"Big Data, Time Management, Communication, Machine Learning, Teamwork",5,1,10,16,9,1
"C++, Data Science, Project Management, Problem-Solving, Cloud Computing, Teamwork, JavaScript, Python, CSS",9,2,10,13,7,1
"JavaScript, CSS, Time Management, Machine Learning, SQL, Problem-Solving, Communication, Java",8,1,6,4,7,1
"Big Data, Teamwork, Problem-Solving, Communication, Data Science",5,1,7,14,9,1
"CSS, Teamwork, Problem-Solving, Communication, HTML, Project Management",6,0,9,6,9,1
"Project Management, Java, AI, Deep Learning, Creativity",5,1,7,1,10,0
"Data Science, Time Management, Java, Teamwork, JavaScript, Project Management, Deep Learning, Machine Learning",8,2,7,9,5,1
"Creativity, AI, Machine Learning, Big Data, Leadership, Java, Time Management, Project Management",8,3,10,2,7,1
"AI, Big Data, Leadership, Project Management, HTML, Problem-Solving",6,2,8,8,5,1
"Teamwork, HTML, Machine Learning, JavaScript, SQL, AI",6,2,6,0,7,0
"HTML, Project Management, Machine Learning, Deep Learning, Adaptability, Cloud Computing, Problem-Solving, Time Management, SQL, Python",10,2,7,1,9,1
"JavaScript, Time Management, Java, Communication, Adaptability",5,0,10,8,9,1
"Creativity, Adaptability, Deep Learning, Leadership, Python, SQL, Big Data",7,2,8,10,9,1
"Big Data, Leadership, Teamwork, JavaScript, Creativity, Python, Adaptability, SQL, HTML",9,2,10,18,5,1
"Communication, Data Science, Machine Learning, HTML, Creativity, Big Data, Java, Deep Learning, AI, Cloud Computing",10,3,7,12,5,1
"C++, Data Science, AI, Big Data, Machine Learning, Time Management",6,3,5,0,7,0
"Adaptability, Time Management, Communication, Data Science, Java, Problem-Solving, Leadership",7,2,8,4,7,1
"CSS, Python, Problem-Solving, AI, Data Science, Java, Big Data, Cloud Computing, Time Management, Adaptability",10,3,10,4,10,1
"SQL, Machine Learning, Deep Learning, Communication, Cloud Computing",5,1,6,2,9,0
"HTML, Project Management, Communication, JavaScript, C++, Time Management, SQL, Data Science",8,1,10,6,5,1
"Creativity, AI, Leadership, Communication, CSS, HTML",6,2,5,2,7,0
"SQL, AI, Teamwork, Leadership, Big Data, Communication, C++, Data Science",8,3,6,11,7,1
"SQL, Java, Deep Learning, Cloud Computing, Python, CSS, JavaScript, Data Science, Time Management",9,2,10,17,10,1
"Communication, Project Management, Data Science, HTML, SQL, C++, Deep Learning",7,1,8,10,9,1
"Project Management, Leadership, Cloud Computing, Teamwork, Adaptability",5,1,7,1,9,0
"Teamwork, Problem-Solving, JavaScript, Time Management, Machine Learning, Communication, CSS, HTML",8,1,9,7,7,1
"Leadership, Cloud Computing, Machine Learning, Communication, Big Data, Project Management, Deep Learning, Adaptability, Python, Teamwork",10,3,5,0,5,0
"Deep Learning, Machine Learning, AI, Adaptability, Communication, HTML",6,2,7,17,9,1
"Deep Learning, JavaScript, Java, Problem-Solving, Machine Learning, Adaptability, Leadership, CSS, SQL, Communication",10,2,5,1,5,0
"CSS, AI, Adaptability, Teamwork, Leadership, SQL, Data Science, HTML, Communication, Big Data",10,3,8,8,5,1
"Cloud Computing, Data Science, Teamwork, SQL, Adaptability",5,1,7,7,7,1
"HTML, Project Management, Time Management, Creativity, SQL, AI, C++, Machine Learning, Java, Problem-Solving",10,2,5,9,9,1
"Machine Learning, Adaptability, Python, Time Management, SQL, Project Management, Java, Deep Learning, Communication, Problem-Solving",10,2,10,16,5,1
"Leadership, Adaptability, C++, CSS, JavaScript, Communication",6,1,7,11,7,1
"HTML, Teamwork, Machine Learning, Java, AI, Time Management, C++, Cloud Computing",8,2,5,8,7,1
"Creativity, HTML, Big Data, Java, Data Science",5,1,7,10,7,1
"JavaScript, CSS, HTML, SQL, Communication, Machine Learning, Adaptability",7,1,7,5,5,0
"Problem-Solving, Project Management, Leadership, Java, AI, SQL",6,2,8,1,5,0
"Deep Learning, SQL, C++, Time Management, CSS, Machine Learning, AI, Problem-Solving, Data Science",9,3,7,16,5,1
"HTML, JavaScript, Python, Project Management, Communication, Cloud Computing",6,1,6,20,9,1
"Teamwork, Creativity, HTML, SQL, Big Data, Data Science, C++, Adaptability, Cloud Computing, Communication",10,1,7,13,10,1
"C++, JavaScript, Adaptability, Creativity, Leadership, SQL",6,1,7,5,5,0
"Adaptability, Creativity, HTML, Leadership, JavaScript, Time Management, Python, Project Management",8,2,8,3,5,0
"HTML, Communication, Cloud Computing, Adaptability, CSS, Big Data, JavaScript, Teamwork, Problem-Solving",9,0,7,6,5,1
"Java, Deep Learning, CSS, Creativity, Communication, Adaptability, Teamwork, Cloud Computing",8,0,8,11,7,1
"Teamwork, Deep Learning, Leadership, Machine Learning, CSS",5,2,8,16,9,1
"Teamwork, Communication, Project Management, Machine Learning, C++, Adaptability, AI, Cloud Computing",8,2,7,8,5,1
"Communication, SQL, Big Data, Python, Java, Machine Learning, CSS, Project Management, HTML",9,2,7,18,7,1
"Python, Java, Time Management, JavaScript, Creativity, AI, Problem-Solving",7,2,10,17,9,1
"Machine Learning, AI, CSS, Communication, Cloud Computing, JavaScript, Project Management, HTML, Time Management, Big Data",10,2,6,18,7,1
"SQL, Teamwork, C++, Python, Adaptability, CSS, Deep Learning, HTML, JavaScript",9,1,9,20,7,1
"Problem-Solving, SQL, Communication, Deep Learning, Creativity, Project Management",6,0,9,0,9,0
"AI, Leadership, Problem-Solving, Adaptability, CSS, SQL, Deep Learning",7,2,7,13,9,1
"Adaptability, Problem-Solving, Leadership, Time Management, AI, Project Management",6,2,8,15,10,1
"Big Data, Project Management, CSS, C++, HTML, Leadership, Problem-Solving, Adaptability, Cloud Computing, Time Management",10,1,9,0,7,0
"Big Data, Python, Problem-Solving, Creativity, Machine Learning, C++, Time Management, AI, Project Management, Data Science",10,4,7,20,10,1
"Deep Learning, SQL, Communication, Leadership, Teamwork, JavaScript, Python",7,2,9,4,5,0
"Java, Data Science, Deep Learning, Adaptability, HTML, Big Data, Python",7,2,8,18,9,1
"Time Management, Leadership, Python, JavaScript, SQL, Java, Communication, CSS, Big Data",9,2,10,15,7,1
"JavaScript, AI, Creativity, CSS, Big Data",5,1,6,3,5,0
"CSS, Adaptability, AI, Cloud Computing, HTML",5,1,7,14,9,1
"Teamwork, Machine Learning, Time Management, CSS, Communication, Python, Problem-Solving",7,2,5,15,9,1
"Problem-Solving, Java, Big Data, Communication, AI, JavaScript, Cloud Computing, SQL, Adaptability",9,1,10,10,7,1
"Time Management, Python, Leadership, Big Data, Problem-Solving, Cloud Computing, C++, Adaptability",8,2,10,3,5,0
"Machine Learning, JavaScript, Cloud Computing, CSS, Creativity, Problem-Solving, Java",7,1,7,18,7,1
"Deep Learning, Time Management, Machine Learning, Cloud Computing, Data Science, Python, AI",7,4,5,7,5,1
"Machine Learning, JavaScript, Python, SQL, Teamwork, Java",6,2,5,5,10,1
"JavaScript, Data Science, SQL, Communication, Project Management",5,1,9,19,9,1
"Deep Learning, AI, Problem-Solving, Machine Learning, Project Management, CSS, SQL, Teamwork, Creativity",9,2,8,12,10,1
"Java, CSS, Machine Learning, Deep Learning, HTML, Python, Cloud Computing",7,2,7,8,10,1
"Python, Creativity, AI, CSS, Deep Learning, Adaptability, Teamwork, JavaScript, HTML, Cloud Computing",10,2,5,13,5,1
"Project Management, Cloud Computing, C++, Java, Leadership, AI, Communication",7,2,9,16,10,1
"Problem-Solving, Cloud Computing, Leadership, Big Data, Time Management",5,1,5,12,10,1
"Creativity, Leadership, JavaScript, CSS, SQL",5,1,6,2,5,0
"Leadership, Big Data, Time Management, Data Science, AI, Cloud Computing",6,3,6,0,9,0
"Machine Learning, Leadership, Python, Time Management, JavaScript, Data Science",6,4,9,19,7,1
"Data Science, AI, Creativity, Python, Cloud Computing",5,3,10,7,5,1
"Big Data, Teamwork, Python, SQL, Cloud Computing, Project Management, Communication, Leadership",8,2,8,7,10,1
"HTML, C++, Communication, Deep Learning, Python, Problem-Solving, JavaScript, Java, Adaptability, Project Management",10,1,8,0,5,0
"AI, Creativity, Communication, Teamwork, Big Data, Adaptability, Deep Learning, HTML, Problem-Solving",9,1,9,9,7,1
"Java, Cloud Computing, Data Science, Python, Deep Learning, C++, HTML, Communication, Creativity",9,2,6,16,10,1
"Problem-Solving, Data Science, Big Data, C++, Communication, Project Management",6,1,6,8,7,1
"Python, JavaScript, Leadership, Communication, Project Management, AI",6,3,6,1,5,0
"Problem-Solving, HTML, Time Management, Project Management, AI, Big Data",6,1,6,8,10,1
"Time Management, Project Management, Communication, Teamwork, HTML, Python, Data Science, Leadership",8,3,9,20,10,1
"HTML, Problem-Solving, Time Management, Adaptability, Teamwork, JavaScript, CSS, SQL",8,0,5,6,10,1
"JavaScript, CSS, HTML, Teamwork, Communication, Adaptability, Creativity, Data Science",8,1,5,5,10,1
"JavaScript, Python, Leadership, C++, Deep Learning, Time Management",6,2,9,18,9,1
"Project Management, SQL, Java, Data Science, Leadership, JavaScript, Python, Machine Learning",8,4,5,19,7,1
"Adaptability, Leadership, Machine Learning, C++, CSS, HTML, Project Management, Time Management, Communication",9,2,5,0,5,0
"JavaScript, Java, Adaptability, SQL, CSS, HTML, Time Management",7,0,7,5,10,1
"SQL, Machine Learning, JavaScript, Deep Learning, Problem-Solving, Java, CSS, Big Data",8,1,8,18,5,1
"Cloud Computing, Problem-Solving, SQL, CSS, AI, Leadership, Project Management",7,2,9,7,7,1
"Machine Learning, Java, Communication, Creativity, SQL, C++, HTML, Data Science, Adaptability, Deep Learning",10,2,9,15,7,1
"AI, C++, Data Science, Deep Learning, Machine Learning, Creativity",6,3,9,16,5,1
"HTML, C++, Big Data, CSS, Adaptability, Problem-Solving",6,0,9,20,7,1
"Adaptability, Cloud Computing, Problem-Solving, CSS, Project Management, AI",6,1,8,20,7,1
"Communication, Data Science, AI, Machine Learning, Problem-Solving",5,3,5,5,9,1
"Python, Big Data, Problem-Solving, HTML, Machine Learning, Project Management, Cloud Computing, Creativity, Time Management, C++",10,2,8,2,10,1
"Time Management, Problem-Solving, Leadership, Big Data, SQL, AI",6,2,5,20,9,1
"Creativity, Big Data, CSS, Java, Deep Learning, Cloud Computing",6,0,6,2,10,0
"Machine Learning, AI, SQL, Leadership, Python, C++, Time Management",7,4,9,1,7,1
"Cloud Computing, Project Management, Machine Learning, JavaScript, Time Management, Problem-Solving, Big Data, CSS, Deep Learning, Communication",10,1,10,0,9,1
"C++, Teamwork, Cloud Computing, HTML, Data Science, Leadership, SQL",7,2,5,13,10,1
"Java, Time Management, Teamwork, JavaScript, Cloud Computing, Problem-Solving, Project Management, HTML",8,0,9,16,7,1
"Machine Learning, Teamwork, Problem-Solving, Project Management, Creativity, Leadership, JavaScript, Cloud Computing, Time Management",9,2,6,1,9,1
"Project Management, Time Management, Adaptability, Communication, JavaScript, C++, Machine Learning, SQL, CSS",9,1,5,10,5,1
"Leadership, Deep Learning, Python, Adaptability, Time Management, Machine Learning",6,3,6,19,9,1
"SQL, Teamwork, JavaScript, Java, HTML",5,0,5,3,7,0
"Big Data, Leadership, AI, Machine Learning, Data Science, Deep Learning, Adaptability, JavaScript",8,4,7,2,9,1
"Adaptability, SQL, Communication, Java, Python, CSS, Creativity",7,1,6,18,9,1
"Project Management, HTML, SQL, Big Data, Java, CSS",6,0,10,10,5,1
"Big Data, Deep Learning, Problem-Solving, Java, HTML",5,0,10,16,9,1
"Teamwork, JavaScript, Machine Learning, SQL, C++, Project Management, Problem-Solving, AI, Big Data",9,2,7,8,10,1
"Cloud Computing, Java, JavaScript, Python, Problem-Solving, Big Data, Teamwork",7,1,5,6,5,0
"JavaScript, Leadership, Creativity, Teamwork, Data Science, Communication, Problem-Solving",7,2,5,10,7,1
"Leadership, SQL, Creativity, JavaScript, Problem-Solving",5,1,9,10,7,1
"CSS, Problem-Solving, SQL, Time Management, Machine Learning, Teamwork, HTML, Adaptability, Communication, Creativity",10,1,8,1,5,0
"Python, Time Management, C++, SQL, Cloud Computing, Deep Learning, Adaptability, JavaScript, Big Data, Problem-Solving",10,1,6,8,10,1
"Big Data, AI, Adaptability, CSS, C++, Leadership, Communication",7,2,5,15,7,1
"Big Data, SQL, Creativity, Project Management, AI",5,1,9,18,5,1
"Problem-Solving, Deep Learning, C++, Data Science, AI",5,2,9,2,5,0
"Time Management, Problem-Solving, Python, Creativity, Leadership, Data Science, C++, Teamwork, CSS",9,3,7,3,9,1
"HTML, CSS, Data Science, Cloud Computing, Communication, AI, Leadership",7,3,5,19,5,1
"CSS, Time Management, SQL, Deep Learning, AI, Data Science, JavaScript, HTML, Machine Learning, Teamwork",10,3,5,3,9,1
"AI, Python, Communication, Creativity, Project Management, JavaScript",6,2,8,1,9,1
"Data Science, Leadership, HTML, Creativity, JavaScript, Teamwork, CSS, Java, Problem-Solving, Big Data",10,2,10,5,7,1
"C++, Teamwork, Java, Adaptability, SQL",5,0,10,5,9,1
"Big Data, Adaptability, Machine Learning, Teamwork, Project Management",5,1,9,13,7,1
"Cloud Computing, Creativity, JavaScript, Machine Learning, Time Management, Deep Learning, Problem-Solving",7,1,6,5,7,1
"Big Data, JavaScript, Project Management, Data Science, Cloud Computing, AI, CSS, Adaptability, Time Management",9,2,10,20,7,1
"CSS, Adaptability, Deep Learning, Leadership, Java, Python, Time Management, Big Data",8,2,9,16,5,1
"Leadership, Problem-Solving, Cloud Computing, C++, AI",5,2,10,6,9,1
"Data Science, Leadership, Creativity, HTML, CSS, Python, Java, AI",8,4,8,13,10,1
"Problem-Solving, Communication, Deep Learning, Leadership, C++, Big Data",6,1,10,6,7,1
"SQL, HTML, Adaptability, Project Management, Machine Learning, Leadership, AI, Java, Teamwork",9,3,9,1,5,0
"Java, JavaScript, Deep Learning, Python, HTML, Problem-Solving",6,1,10,16,9,1
"Data Science, Leadership, Cloud Computing, Teamwork, C++, Java, Python, Creativity",8,3,9,17,5,1
"Java, CSS, SQL, Adaptability, JavaScript, Project Management, Creativity",7,0,9,12,5,1
"Machine Learning, SQL, Deep Learning, Communication, Project Management, Leadership, Teamwork, Data Science, Python",9,4,7,17,10,1
"Data Science, Machine Learning, Cloud Computing, Adaptability, JavaScript, Teamwork, Python, Deep Learning",8,3,8,2,5,0
"Big Data, Teamwork, Communication, HTML, Project Management",5,0,7,14,5,1
"Adaptability, Big Data, AI, SQL, Python, HTML, Project Management",7,2,10,19,9,1
"Communication, Project Management, AI, Leadership, Big Data",5,2,7,20,9,1
"Project Management, SQL, AI, Leadership, HTML, JavaScript, CSS",7,2,10,1,10,1
"SQL, JavaScript, Deep Learning, Python, Data Science",5,2,8,12,9,1
"Creativity, HTML, Communication, Problem-Solving, Deep Learning, Leadership, Adaptability, Time Management, Big Data",9,1,6,17,5,1
"Big Data, CSS, Project Management, JavaScript, Creativity, C++, Data Science",7,1,5,12,7,1
"Machine Learning, SQL, Adaptability, Python, Project Management, Data Science, AI, Java, Problem-Solving, Cloud Computing",10,4,5,18,5,1
"HTML, Project Management, Communication, Leadership, Creativity",5,1,10,12,10,1
"Teamwork, Leadership, Machine Learning, Problem-Solving, Cloud Computing",5,2,8,4,7,1
"Java, Cloud Computing, AI, Deep Learning, Teamwork, Problem-Solving",6,1,8,10,10,1
"Data Science, Big Data, Creativity, C++, HTML",5,1,10,19,10,1
"Big Data, HTML, Teamwork, Problem-Solving, Java, Project Management, Python, Data Science, C++",9,2,7,1,5,0
"AI, Deep Learning, Creativity, Machine Learning, Java, Adaptability, CSS, Project Management",8,2,7,18,5,1
"Data Science, Time Management, AI, HTML, Big Data, C++, Leadership, Machine Learning",8,4,5,10,5,1
"Teamwork, Data Science, CSS, Deep Learning, Leadership",5,2,8,8,5,1
"Leadership, Creativity, HTML, Problem-Solving, C++, Adaptability",6,1,8,19,9,1
"Python, AI, Machine Learning, SQL, Problem-Solving, Java, C++, Deep Learning, HTML",9,3,5,6,5,1
"HTML, Project Management, JavaScript, Time Management, Java, Creativity, Leadership, Machine Learning",8,2,10,13,9,1
"SQL, Cloud Computing, Communication, C++, Project Management, Big Data, Java, Time Management, AI",9,1,6,14,9,1
"Adaptability, C++, Project Management, Deep Learning, Java, Communication",6,0,6,11,5,1
"Project Management, Machine Learning, Cloud Computing, HTML, SQL, Time Management, Teamwork, Creativity",8,1,8,3,9,1
"Big Data, Cloud Computing, C++, HTML, Communication, Data Science, Project Management",7,1,10,18,5,1
"Creativity, SQL, Adaptability, Deep Learning, C++, Communication, AI, CSS",8,1,7,2,5,0
"SQL, Deep Learning, Python, Leadership, Java, Project Management, Problem-Solving",7,2,9,2,10,1
"Adaptability, Communication, Machine Learning, AI, HTML, Creativity, Teamwork, Data Science, JavaScript, Problem-Solving",10,3,7,19,10,1
"Deep Learning, Data Science, Leadership, Python, SQL, HTML, Java, Big Data, C++, Teamwork",10,3,8,19,5,1
"Time Management, Big Data, Java, CSS, Deep Learning",5,0,8,12,9,1
"Cloud Computing, Big Data, Python, Communication, CSS, Machine Learning",6,2,7,20,9,1
"Teamwork, Creativity, C++, AI, Problem-Solving, Python",6,2,7,4,5,0
"Data Science, Project Management, Leadership, Deep Learning, Big Data",5,2,6,8,10,1
"JavaScript, Big Data, Communication, Leadership, SQL, CSS, Data Science, Cloud Computing",8,2,9,19,5,1
"CSS, Big Data, Teamwork, Leadership, HTML, Problem-Solving, Deep Learning",7,1,9,7,10,1
"Adaptability, Machine Learning, Leadership, Python, Creativity, Problem-Solving, Teamwork",7,3,9,11,7,1
"SQL, Big Data, AI, Cloud Computing, Data Science",5,2,6,9,9,1
"CSS, JavaScript, HTML, Project Management, Python, Time Management",6,1,10,8,10,1
"JavaScript, HTML, C++, SQL, Communication, Java, Big Data",7,0,10,5,5,0
"Project Management, Leadership, Cloud Computing, Machine Learning, Deep Learning, Data Science, JavaScript, Time Management, Communication",9,3,5,13,9,1
"Creativity, Machine Learning, Leadership, CSS, Cloud Computing, Java, JavaScript",7,2,7,1,5,0
"Creativity, Problem-Solving, Teamwork, Python, CSS, Java, Project Management, Adaptability, JavaScript",9,1,7,9,7,1
"Teamwork, HTML, Java, Leadership, Problem-Solving, JavaScript, Adaptability",7,1,8,5,9,1
"Problem-Solving, CSS, Deep Learning, HTML, Adaptability, Project Management, Creativity, Java, Time Management, Big Data",10,0,6,19,5,1
"Cloud Computing, C++, Time Management, Data Science, SQL, Big Data, HTML, Communication, JavaScript",9,1,7,5,9,1
"Communication, Java, Problem-Solving, AI, Deep Learning, Teamwork, CSS, Big Data",8,1,9,16,9,1
"Leadership, AI, Teamwork, CSS, Communication, Adaptability, HTML",7,2,5,2,9,1
"JavaScript, Time Management, Adaptability, Machine Learning, Communication, Problem-Solving, C++, Big Data, Leadership",9,2,9,6,7,1
"Problem-Solving, Data Science, Teamwork, Time Management, Communication, Cloud Computing, Java, Creativity, JavaScript, Project Management",10,1,8,16,10,1
"Machine Learning, Deep Learning, HTML, Adaptability, JavaScript, Leadership, SQL, Problem-Solving, Java, CSS",10,2,9,13,10,1
"CSS, Java, C++, Python, Adaptability, Data Science, Problem-Solving, Big Data, Teamwork, Leadership",10,3,5,12,7,1
"Python, Problem-Solving, CSS, Big Data, Time Management, C++",6,1,6,18,10,1
"Cloud Computing, AI, Machine Learning, C++, SQL, Java, HTML, Python, Project Management, Adaptability",10,3,8,16,7,1
"Time Management, HTML, Deep Learning, Project Management, Teamwork",5,0,9,5,7,0
"Problem-Solving, CSS, Deep Learning, Machine Learning, SQL",5,1,7,8,10,1
"Adaptability, Python, HTML, Big Data, JavaScript, SQL, Java, Creativity, Project Management",9,1,7,10,5,1
"Time Management, Big Data, C++, Teamwork, Data Science, Leadership, HTML, Java, Creativity",9,2,10,8,5,1
"CSS, Adaptability, Leadership, Machine Learning, AI, Creativity",6,3,10,5,9,1
"Leadership, AI, Data Science, Python, HTML, SQL, Project Management, Adaptability, Teamwork",9,4,8,0,7,1
"SQL, CSS, AI, Time Management, Deep Learning, Communication",6,1,10,15,10,1
"Cloud Computing, Communication, Creativity, C++, Machine Learning, Leadership",6,2,9,2,10,1
"Communication, Cloud Computing, HTML, Big Data, Data Science, SQL, Teamwork, Deep Learning, Creativity",9,1,5,6,5,1
"Problem-Solving, Big Data, C++, Project Management, Leadership",5,1,9,12,7,1
"Teamwork, SQL, Data Science, Java, Project Management, Communication, Python, AI, Big Data, HTML",10,3,8,17,9,1
"Python, Java, Teamwork, JavaScript, Cloud Computing, Data Science, Creativity, Big Data, HTML",9,2,5,11,7,1
"SQL, C++, Machine Learning, HTML, Time Management, Project Management, Cloud Computing, Deep Learning",8,1,10,5,7,1
"C++, Java, HTML, Python, Teamwork, CSS",6,1,8,8,10,1
"JavaScript, AI, Machine Learning, Python, Creativity, Big Data, Time Management",7,3,8,15,9,1
"SQL, Data Science, JavaScript, HTML, Teamwork, Machine Learning, Communication, AI, Adaptability, Project Management",10,3,10,14,7,1
"Machine Learning, Adaptability, Big Data, JavaScript, Python",5,2,8,18,9,1
"Deep Learning, Leadership, Big Data, Problem-Solving, SQL, CSS",6,1,7,6,10,1
"Python, SQL, Teamwork, Cloud Computing, Java, Machine Learning, Communication, Deep Learning, CSS, Adaptability",10,2,7,15,9,1
"Deep Learning, C++, HTML, Python, Leadership, Creativity",6,2,10,9,10,1
"C++, Teamwork, Adaptability, JavaScript, Python, HTML, Data Science, Time Management",8,2,10,0,5,0
"Project Management, Time Management, AI, HTML, SQL, Java, Creativity, Big Data",8,1,5,15,5,1
"Communication, Data Science, C++, Deep Learning, Time Management",5,1,10,1,5,0
"Adaptability, C++, Project Management, SQL, Deep Learning, Big Data, Communication",7,0,9,13,5,1
"Big Data, Problem-Solving, Python, AI, Communication, HTML, Machine Learning",7,3,10,20,7,1
"Leadership, Python, HTML, AI, Machine Learning, Adaptability, Communication, SQL, Data Science",9,5,7,3,9,1
"AI, HTML, Adaptability, Time Management, Big Data, Cloud Computing, C++, Project Management",8,1,6,17,7,1
"Machine Learning, Deep Learning, JavaScript, Time Management, Cloud Computing, Teamwork, Java",7,1,7,5,7,1
"Project Management, AI, Communication, C++, Java, Data Science",6,2,7,13,5,1
"Adaptability, Time Management, HTML, AI, Machine Learning, Creativity",6,2,9,16,10,1
"C++, HTML, SQL, Data Science, Deep Learning, Python, Adaptability, JavaScript",8,2,8,14,5,1
"Deep Learning, SQL, AI, Big Data, Problem-Solving, Creativity, Cloud Computing",7,1,8,8,5,1
"Machine Learning, C++, Time Management, HTML, Problem-Solving, AI",6,2,7,7,7,1
"AI, Teamwork, Data Science, Python, Adaptability",5,3,10,8,7,1
"Leadership, Teamwork, Communication, SQL, C++, Deep Learning",6,1,5,10,5,1
"Project Management, Big Data, C++, HTML, Machine Learning, Problem-Solving, Java, Adaptability",8,1,6,0,9,0
"Java, Big Data, Cloud Computing, AI, CSS, C++, Project Management, Data Science, Deep Learning, Problem-Solving",10,2,7,4,10,1
"Communication, AI, Problem-Solving, CSS, Adaptability, Teamwork, JavaScript, Machine Learning, Big Data",9,2,5,2,9,1
"Time Management, Big Data, Project Management, Creativity, Deep Learning, Machine Learning",6,1,8,15,10,1
"Communication, C++, CSS, Project Management, Adaptability, HTML, SQL, Time Management, Deep Learning",9,0,7,3,10,1
"Teamwork, Python, Problem-Solving, HTML, Leadership, C++, JavaScript, Machine Learning, Adaptability, Communication",10,3,8,14,7,1
"C++, Problem-Solving, CSS, Data Science, JavaScript, Adaptability, Leadership, Java, SQL, Communication",10,2,7,8,7,1
"AI, HTML, Big Data, Data Science, CSS, Leadership, Teamwork, Java, Machine Learning",9,4,9,0,9,1
"Python, HTML, CSS, Problem-Solving, Creativity, Java, Project Management, Machine Learning, Adaptability, Cloud Computing",10,2,10,9,7,1
"Time Management, JavaScript, Machine Learning, CSS, Creativity",5,1,8,20,9,1
"Data Science, C++, JavaScript, Problem-Solving, Time Management, Machine Learning",6,2,5,2,9,0
"Data Science, Project Management, JavaScript, Cloud Computing, C++, Machine Learning, Problem-Solving, Deep Learning, Time Management",9,2,8,20,10,1
"Teamwork, Machine Learning, Communication, Problem-Solving, AI",5,2,9,5,9,1
"Project Management, Big Data, Machine Learning, HTML, CSS, Leadership, Teamwork, Data Science, Communication, JavaScript",10,3,9,7,7,1
